#{"t_start": 1693147490.012485, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-19,90,49797.613187
-68,124,49798.172941
-17,226,49799.167286
-452,491,49801.44654
-87,150,49802.139057
-17,84,49802.518609
-37,57,49802.782501
-40,58,49803.049218
-15,36,49803.211991
-17,44,49803.411172
-34,93,49803.833493
-17,20,49803.92554
-17,77,49804.271066
-17,58,49804.531554
-16,20,49804.623346
-67,126,49805.195037
-44,389,49806.951044
-34,135,49807.555609
-18,104,49808.022181
-15,99,49808.464296
-45,62,49808.754778
-15,51,49808.983015
-52,66,49809.285856
-16,19,49809.372983
-17,70,49809.687555
-19,46,49809.896539
-15,125,49810.474815
-17,48,49810.693417
-18,42,49810.882951
-19,40,49811.062856
-17,47,49811.272797
-17,20,49811.365424
-64,105,49811.854909
-17,31,49811.995461
-22,109,49812.486059
-400,403,49814.366385
-15,20,49814.459286
-72,127,49815.066518
-19,29,49815.201389
-30,48,49815.425121
-17,125,49815.989873
-19,97,49816.422665
-17,79,49816.775732
-17,34,49816.930893
-15,53,49817.167154
-17,51,49817.395772
-17,133,49817.988326
-15,41,49818.171686
-17,110,49818.658975
-34,228,49819.691983
-17,100,49820.138927
-17,235,49821.176101
-61,168,49821.931228
-23,48,49822.148569
-74,109,49822.644216
-19,33,49822.79381
-368,396,49824.649741
-15,104,49825.120361
-17,33,49825.270688
-47,124,49825.837343
-32,61,49826.117342
-19,53,49826.357802
-641,686,49829.625974
-17,110,49830.127757
-19,24,49830.239208
-16,44,49830.439566
-1312.0,835,49855.940957
-17,97,49856.341527
-17,48,49856.541733
-31,194,49857.36545
-20,95,49857.77158
-19,26,49857.886893
-19,62,49858.154013
-17,131,49858.720304
-17,28,49858.845396
-141,222,49859.850823
-109,219,49860.831147
-19,28,49860.957982
-99,110,49861.458965
-19,42,49861.64702
-15,72,49861.967492
-15,109,49862.449048
-17,32,49862.593102
-17,242,49863.679248
-17,40,49863.860139
-46,218,49864.831869
-17,61,49865.104004
-88,94,49865.537446
-100,125,49866.108536
-19,23,49866.214751
-19,75,49866.552598
-17,117,49867.072909
-17,36,49867.234621
-15,159,49867.935314
-15,43,49868.144711
-17,141,49868.76894
-17,207,49869.682995
-17,36,49869.844395
-36,121,49870.382914
-36,75,49870.718863
-63,126,49871.286986
-60,142,49871.924454
-17,27,49872.046534
-36,131,49872.647115
-19,120,49873.183386
-19,59,49873.44842
-49,151,49874.128542
-19,20,49874.221784
-17,122,49874.764862
-19,54,49875.007056
-40,69,49875.320349
-17,38,49875.491156
-18,19,49875.580225
-16,90,49875.980283
-19,73,49876.306236
-313,333,49877.870414
-19,24,49877.980615
-16,47,49878.193136
-18,92,49878.610454
-56,195,49879.493843
-112,140,49880.136239
-18,34,49880.290244
-35,183,49881.113548
-17,175,49881.915334
-17,63,49882.199275
-17,75,49882.537245
-15,23,49882.642398
-116,147,49883.325435
-17,72,49883.652001
-21,34,49883.807757
-17,167,49884.554497
-43,141,49885.19206
-21,71,49885.513955
-15,17,49885.593769
-17,55,49885.840782
-17,36,49886.00365
-17,59,49886.284047
-17,34,49886.438044
-22,75,49886.776275
-19,53,49887.014532
-17,61,49887.287545
-18,21,49887.384058
-34,61,49887.66193
-40,46,49887.876448
-19,27,49887.999942
-448,451,49890.15724
-16,56,49890.413153
-19,51,49890.648378
-17,149,49891.335344
-1716,1743,49899.788963
-17,116,49900.314811
-27,34,49922.207702
-17,22,49922.301485
-17,55,49922.531255
-17,37,49922.686431
-30,115,49923.166121
-17,49,49923.370454
-19,237,49924.356074
-19,75,49924.679962
-19,144,49925.298695
-46,171,49926.046591
-15,106,49926.523297
-33,66,49926.816081
-40,77,49927.158191
-17,79,49927.505353
-17,45,49927.706568
-15,20,49927.796316
-33,34,49927.95199
-92,213,49928.902082
-15,53,49929.13729
-17,35,49929.293905
-15,96,49929.716879
-34,66,49930.013479
-17,96,49930.438095
-17,103,49930.912388
-15,124,49931.464088
-16,110,49931.956162
-15,49,49932.176091
-17,59,49932.440277
-16,48,49932.655044
-19,64,49932.941473
-59,171,49933.708453
-15,63,49933.991033
-31,56,49934.246083
-19,26,49934.36417
-17,80,49934.718687
-53,118,49935.247063
-15,20,49935.337556
-20,157,49936.053043
-17,30,49936.189214
-41,102,49936.645375
-18,23,49936.749489
-17,61,49937.021391
-19,33,49937.170151
-17,133,49937.755361
-19,29,49937.886618
-19,28,49938.012754
-16,103,49938.467976
-17,72,49938.787226
-15,61,49939.058141
-17,37,49939.224198
-17,237,49940.286491
-17,49,49940.506377
-20,22,49940.607576
-60,99,49941.060867
-17,114,49941.566832
-27,96,49941.998467
-17,129,49942.567112
-58,67,49942.872642
-19,81,49943.232954
-34,99,49943.673207
-47,120,49944.210587
-17,32,49944.371645
-17,42,49944.56133
-19,74,49944.894102
-17,220,49945.875932
-49,276,49947.112533
-17,96,49947.541046
-19,43,49947.736129
-44,156,49948.441663
-17,87,49948.848515
-17,46,49949.057147
-17,30,49949.195275
-17,51,49949.426849
-43,58,49949.695677
-19,40,49949.878271
-15,124,49950.438178
-15,100,49950.888976
-48,79,49951.252382
-15,24,49951.362459
-17,58,49951.623478
-51,62,49951.916229
-19,32,49952.061641
-18,111,49952.557325
-17,281,49953.816814
-17,80,49954.17314
-19,22,49954.274186
-15,204,49955.178291
-15,62,49955.458066
-889,503,49957.82666
-19,71,49958.166236
-15,62,49958.449823
-17,21,49958.547208
-19,29,49958.680816
-18,113,49959.18665
-15,105,49959.65544
-17,185,49960.473447
-16,161,49961.188955
-750,762,49964.799421
-42,386,49966.533826
-17,96,49966.966574
-17,37,49988.816609
-17,99,49989.22371
-281,336,49990.663223
-18,58,49990.908428
-17,37,49991.068951
-17,129,49991.618908
-17,119,49992.128163
-27,41,49992.312673
-17,24,49992.418754
-19,95,49992.829212
-37,106,49993.310413
-17,21,49993.404705
-19,34,49993.55602
-19,117,49994.066282
-15,58,49994.320431
-17,68,49994.620126
-17,166,49995.346889
-17,101,49995.791813
-26,65,49996.083209
-19,123,49996.623784
-16,102,49997.071667
-17,78,49997.417413
-17,20,49997.50809
-17,23,49997.62881
-17,66,49997.924342
-17,203,49998.827401
-40,53,49999.07058
-17,87,49999.460106
-59,95,49999.895808
-15,64,50000.183655
-17,66,50000.481114
-17,42,50000.671512
-19,70,50000.988257
-19,44,50001.188515
-23,67,50001.491057
-17,235,50002.557096
-15,116,50003.076068
-32,33,50003.230497
-15,67,50003.52901
-17,131,50004.108424
-45,72,50004.43235
-60,95,50004.865329
-19,75,50005.198044
-19,22,50005.297933
-86,108,50005.798167
-20,54,50006.040748
-466,589,50008.778878
-17,35,50008.940122
-253,361,50010.602005
-17,195,50011.487889
-17,114,50011.997776
-32,315,50013.398788
-17,86,50013.78026
-35,47,50013.994682
-19,57,50014.249224
-15,56,50014.501139
-25,114,50015.016191
-19,42,50015.206583
-17,172,50015.994345
-17,98,50016.429363
-17,127,50016.991976
-18,125,50017.544145
-15,42,50017.731396
-15,46,50017.935997
-15,131,50018.521662
-19,65,50018.813103
-20,29,50018.944662
-204,511,50021.270266
-59,93,50021.694674
-15,61,50021.967863
-17,90,50022.370887
-43,56,50022.631625
-69,146,50023.29125
-43,77,50023.639785
-30,32,50023.788316
-19,122,50024.332014
-15,131,50024.928442
-31,211,50025.872395
-41,106,50026.353596
-69,78,50026.718224
-50,245,50027.816978
-17,43,50028.010549
-17,72,50028.334113
-17,69,50028.642021
-17,31,50028.781575
-16,52,50029.013678
-33,35,50029.175036
-107,203,50030.120435
-33,123,50030.672942
-17,71,50030.992364
-22,72,50031.317349
-19,37,50031.483942
-88,240,50032.560276
-15,42,50032.747341
-17,179,50033.535883
-1107,1124,50060.33376
-17,35,50060.491653
-17,181,50061.297872
-19,90,50061.699619
-17,53,50061.938074
-19,21,50062.03522
-17,131,50062.621095
-17,54,50062.864182
-1066,1097,50068.104689
-40,212,50069.063021
-22,115,50069.594694
-66,203,50070.518273
-17,30,50070.656054
-19,184,50071.474159
-38,80,50071.838206
-19,24,50071.947978
-17,43,50072.14098
-15,108,50072.621582
-17,89,50073.017131
-27,32,50073.165609
-17,35,50073.324094
-17,21,50073.419896
-17,39,50073.59449
-17,215,50074.564046
-158,207,50075.527913
-19,110,50076.020762
-17,69,50076.329207
-15,20,50076.422379
-33,212,50077.373549
-15,20,50077.465935
-32,159,50078.179639
-19,84,50078.574507
-57,78,50078.933543
-20,82,50079.302917
-15,78,50079.654556
-15,61,50079.92957
-191,224,50080.977922
-18,56,50081.232257
-41,55,50081.488081
-35,62,50081.777189
-39,95,50082.215379
-15,23,50082.321472
-28,30,50082.463298
-19,234,50083.531463
-17,25,50083.64776
-17,198,50084.526719
-15,43,50084.721257
-19,139,50085.338816
-91,158,50086.069396
-19,157,50086.770573
-18,26,50086.889051
-19,84,50087.264037
-17,258,50088.427947
-17,68,50088.735664
-17,97,50089.165736
-23,80,50089.52194
-56,80,50089.885604
-35,123,50090.434453
-17,19,50090.521824
-36,99,50090.967571
-17,30,50091.104795
-17,57,50091.359383
-17,72,50091.679679
-423,427,50093.697278
-52,57,50093.965003
-19,258,50095.113724
-44,140,50095.740165
-19,45,50095.94402
-17,94,50096.359503
-17,65,50096.664796
-1631,1722,50126.543717
-36,76,50126.883714
-17,71,50127.19378
-17,126,50127.761293
-19,166,50128.494431
-17,43,50128.68607
-17,36,50128.849132
-15,20,50128.940146
-18,102,50129.390703
-484,646,50132.381391
-17,32,50132.527406
-75,89,50132.942932
-16,88,50133.340778
-19,55,50133.591427
-15,23,50133.697253
-17,27,50133.821568
-17,20,50133.915641
-15,156,50134.614099
-18,300,50135.953166
-52,176,50136.755601
-19,46,50136.964718
-17,114,50137.472878
-15,20,50137.564672
-17,45,50137.767956
-27,55,50138.022689
-60,207,50138.953336
-17,79,50139.304998
-19,38,50139.477174
-15,17,50139.554654
-783,882,50143.673806
-18,32,50143.821265
-17,115,50144.340442
-18,36,50144.504413
-22,77,50144.850922
-19,21,50144.947359
-17,253,50146.08543
-19,35,50146.246006
-17,37,50146.411953
-33,74,50146.747341
-15,73,50147.071801
-16,175,50147.848197
-22,57,50148.106128
-17,134,50148.704553
-45,60,50148.978484
-198,244,50150.108821
-36,128,50150.703399
-62,71,50151.035383
-19,121,50151.58178
-17,20,50151.674577
-17,36,50151.838997
-18,273,50153.062454
-18,32,50153.208744
-17,34,50153.364818
-19,71,50153.685107
-16,91,50154.092236
-15,302,50155.453023
-36,55,50155.704314
-16,28,50155.832919
-15,20,50155.924149
-48,253,50157.053175
-17,85,50157.429324
-18,69,50157.737358
-17,114,50158.241985
-76,157,50158.948997
-15,88,50159.339504
-19,152,50160.036347
-16,40,50160.217948
-16,41,50160.401848
-17,48,50160.618873
-19,174,50161.390876
-19,45,50161.593331
-17,36,50161.755037
-1042,1121,50167.063365
-15,88,50167.465215
-20,139,50168.088676
-52,132,50168.682756
-16,63,50190.623979
-19,97,50191.025331
-18,39,50191.188585
-17,27,50191.302372
-19,34,50191.446239
-18,41,50191.617041
-17,260,50192.690189
-15,26,50192.801623
-44,133,50193.370803
-36,240,50194.395067
-19,220,50195.359227
-257,284,50196.658661
-18,41,50196.841116
-35,64,50197.129339
-17,109,50197.612093
-17,44,50197.807939
-34,91,50198.213431
-17,78,50198.561116
-15,22,50198.660584
-17,72,50198.9804
-17,83,50199.366892
-18,190,50200.212665
-17,28,50200.340234
-17,32,50200.485566
-19,112,50200.987822
-17,122,50201.532504
-35,307,50202.893497
-19,45,50203.093644
-54,65,50203.39137
-17,47,50203.618523
-17,23,50203.725346
-15,110,50204.216447
-19,100,50204.66557
-484,291,50206.034709
-19,86,50206.421772
-15,36,50206.584011
-18,172,50207.350312
-15,84,50207.722567
-18,180,50208.538429
-31,259,50209.697695
-126,255,50210.854433
-18,26,50210.972711
-17,20,50211.064148
-33,60,50211.336577
-17,113,50211.837723
-42,102,50212.30087
-17,277,50213.549751
-15,21,50213.646399
-17,181,50214.447405
-15,81,50214.806418
-17,68,50215.111096
-17,89,50215.507886
-23,27,50215.632273
-36,208,50216.562823
-44,79,50216.92461
-19,130,50217.525372
-17,24,50217.635134
-17,182,50218.44933
-58,81,50218.824425
-17,183,50219.637724
-28,42,50219.829443
-16,19,50219.916023
-17,167,50220.655028
-17,146,50221.300497
-35,195,50222.186341
-15,133,50222.779412
-17,135,50223.378144
-58,77,50223.729859
-17,43,50223.922388
-19,41,50224.106736
-16,28,50224.234763
-17,39,50224.410147
-16,72,50224.730015
-19,21,50224.825974
-19,59,50225.088241
-17,78,50225.434908
-17,136,50226.041758
-36,113,50226.569353
-17,170,50227.328312
-17,122,50227.874396
-19,85,50228.255991
-34,129,50228.835572
-47,92,50229.254558
-15,17,50229.3337
-17,104,50229.797435
-19,153,50230.477248
-19,81,50230.85546
-42,99,50231.302737
-19,53,50231.541801
-17,137,50232.148195
-17,34,50232.301646
-34,95,50232.727012
-15,44,50232.923321
-17,36,50233.085096
-19,35,50233.243094
-17,70,50233.555421
-45,88,50233.957107
-17,108,50234.436838
-17,88,50234.827461
-236,82,50256.90043
-162,208,50257.789264
-18,54,50258.013971
-15,130,50258.550398
-19,39,50258.715392
-1670,1688,50266.789118
-85,309,50268.19304
-64,101,50268.6591
-17,47,50268.870803
-20,25,50268.986084
-70,72,50269.321198
-17,108,50269.801817
-17,22,50269.90202
-880,934,50274.322442
-17,32,50274.471645
-19,27,50274.597265
-51,112,50275.109153
-17,55,50275.357191
-17,336,50276.871083
-18,28,50276.999419
-101,118,50277.550073
-17,134,50278.144394
-17,308,50279.507224
-17,44,50279.706108
-17,23,50279.810823
-17,116,50280.34586
-17,109,50280.835876
-17,119,50281.365073
-38,60,50281.639086
-17,37,50281.806311
-19,55,50282.052475
-15,88,50282.442333
-17,90,50282.841558
-45,100,50283.297143
-31,39,50283.475914
-17,194,50284.333988
-33,254,50285.484035
-19,152,50286.164179
-15,99,50286.608297
-19,62,50286.888435
-20,37,50287.05673
-17,145,50287.704891
-19,162,50288.432728
-17,72,50288.75749
-20,120,50289.313851
-20,72,50289.639208
-14,85,50290.02232
-19,71,50290.341288
-17,51,50290.570635
-17,40,50290.75116
-38,319,50292.169287
-19,27,50292.292203
-19,34,50292.444862
-17,92,50292.853374
-17,37,50293.021099
-1334,1458,50300.135414
-44,216,50301.116517
-17,18,50301.201437
-19,42,50301.392642
-17,30,50301.529014
-47,65,50301.829585
-19,110,50302.323503
-18,65,50302.615681
-73,78,50324.712262
-54,79,50325.050908
-34,56,50325.288656
-15,89,50325.657347
-17,36,50325.809837
-16,47,50326.006454
-17,125,50326.522208
-17,20,50326.607812
-19,48,50326.813004
-35,48,50327.023897
-44,111,50327.503156
-151,157,50328.207144
-50,90,50328.606001
-17,36,50328.76412
-25,125,50329.327381
-33,196,50330.188087
-28,308,50331.541689
-165,213,50332.523821
-17,80,50332.880042
-16,23,50332.98559
-15,146,50333.649277
-18,364,50335.269335
-18,83,50335.642964
-17,35,50335.802105
-16,52,50336.037704
-17,115,50336.552553
-17,70,50336.866057
-19,30,50337.003109
-17,60,50337.272192
-17,67,50337.571451
-19,103,50338.045902
-17,45,50338.250143
-17,143,50338.88999
-17,77,50339.237163
-17,50,50339.46272
-35,187,50340.298967
-17,121,50340.834861
-20,68,50341.139245
-17,53,50341.379015
-33,48,50341.597511
-15,131,50342.174643
-17,38,50342.345596
-17,93,50342.776321
-17,98,50343.214168
-15,39,50343.391064
-32,129,50343.970815
-17,22,50344.071755
-15,48,50344.287938
-15,128,50344.857463
-17,94,50345.276379
-15,91,50345.681568
-20,49,50345.904496
-94,105,50346.394685
-17,193,50347.274533
-17,85,50347.657706
-19,53,50347.896901
-17,53,50348.135053
-17,20,50348.227027
-19,132,50348.817064
-19,55,50349.063607
-48,199,50349.948118
-19,22,50350.049384
-15,31,50350.188239
-149,195,50351.082091
-17,136,50351.706678
-17,64,50351.995895
-19,113,50352.500505
-17,21,50352.596323
-18,34,50352.749706
-19,113,50353.251417
-19,34,50353.405312
-54,68,50353.717467
-15,74,50354.04677
-19,61,50354.322394
-17,389,50356.081633
-35,38,50356.257111
-19,92,50356.671094
-31,79,50357.026338
-18,32,50357.171137
-35,153,50357.856376
-65,319,50359.276641
-110,116,50359.815769
-17,20,50359.907033
-33,311,50361.305662
-19,81,50361.668751
-77,125,50362.240543
-15,63,50362.523954
-19,23,50362.630116
-19,52,50362.866415
-17,34,50363.020994
-30,41,50363.210761
-18,56,50363.463566
-44,70,50363.790849
-17,40,50363.972625
-17,98,50364.413898
-44,64,50364.709469
-197,199,50365.653175
-23,48,50365.873445
-15,58,50366.133159
-19,169,50366.890542
-17,29,50367.022277
-50,145,50367.674049
-27,48,50367.896
-35,63,50368.180642
-17,18,50368.263406
-17,100,50368.713092
-22,45,50368.919868
-15,36,50369.082202
-36,68,50369.390496
-76,150,50391.72534
-30,164,50392.405966
-19,43,50392.586468
-34,37,50392.745679
-15,92,50393.123527
-17,43,50393.303173
-17,31,50393.437121
-17,72,50393.742692
-30,35,50393.897444
-19,28,50394.01886
-17,167,50394.728039
-17,112,50395.205695
-23,65,50395.488165
-18,23,50395.611396
-17,126,50396.15986
-16,52,50396.388831
-17,75,50396.718965
-17,57,50396.970597
-36,156,50397.65781
-17,32,50397.799634
-45,130,50398.372655
-20,33,50398.52077
-18,76,50398.856151
-17,75,50399.18883
-17,99,50399.628826
-23,88,50400.039746
-17,48,50400.254357
-36,58,50400.520443
-17,35,50400.680212
-19,73,50401.00677
-17,46,50401.213822
-27,79,50401.571254
-17,30,50401.708977
-17,33,50401.859276
-16,55,50402.107263
-17,23,50402.213275
-17,218,50403.182016
-17,146,50403.829309
-17,29,50403.95983
-17,119,50404.501458
-19,37,50404.669249
-17,66,50404.965835
-19,74,50405.297093
-17,207,50406.221262
-17,84,50406.597865
-17,136,50407.204209
-15,26,50407.322759
-166,242,50408.435393
-15,49,50408.656057
-24,160,50409.389588
-40,90,50409.799564
-20,54,50410.04747
-17,26,50410.166547
-17,127,50410.73825
-39,73,50411.070905
-32,150,50411.74697
-19,35,50411.906881
-34,42,50412.102221
-17,45,50412.306479
-17,38,50412.478429
-17,20,50412.570284
-16,28,50412.697934
-19,83,50413.070467
-17,21,50413.166837
-16,125,50413.740884
-15,66,50414.037491
-860,909,50418.359632
-20,165,50419.109465
-17,137,50419.727242
-17,32,50419.873442
-18,67,50420.177142
-15,89,50420.577071
-16,92,50420.989714
-34,97,50421.429952
-19,228,50422.452318
-30,118,50422.998593
-31,150,50423.676122
-47,76,50424.024789
-17,133,50424.619901
-44,99,50425.071678
-17,111,50425.570906
-18,175,50426.356946
-17,127,50426.925751
-17,89,50427.342786
-17,85,50427.725828
-17,44,50427.926172
-19,21,50428.022422
-18,60,50428.292199
-19,59,50428.55869
-17,72,50428.881951
-17,363,50430.483184
-19,69,50430.789853
-99,105,50431.275087
-15,136,50431.898281
-19,79,50432.252746
-976,1001,50458.653962
-29,60,50458.90609
-17,30,50459.032043
-18,254,50460.074023
-59,100,50460.512498
-53,332,50461.941325
-35,138,50462.557173
-70,182,50463.360619
-17,35,50463.516324
-1378,1302,50469.67894
-17,32,50469.829985
-35,99,50470.290365
-18,58,50470.556199
-16,128,50471.128272
-15,50,50471.353642
-37,70,50471.677029
-18,169,50472.451858
-22,37,50472.622118
-17,35,50472.780932
-19,21,50472.877387
-17,162,50473.596035
-19,64,50473.880208
-19,40,50474.059475
-16,44,50474.255594
-31,54,50474.501901
-19,30,50474.637633
-19,34,50474.790392
-48,84,50475.170449
-45,153,50475.856117
-31,104,50476.323651
-17,44,50476.539597
-15,151,50477.210485
-17,102,50477.666734
-17,88,50478.057522
-17,44,50478.254081
-17,126,50478.814819
-17,41,50478.998569
-37,88,50479.396142
-19,80,50479.755393
-17,63,50480.038154
-26,57,50480.298801
-17,87,50480.689877
-1648,1461,50487.915939
-57,135,50488.536183
-17,44,50488.736603
-17,302,50490.0738
-15,161,50490.807605
-17,48,50491.02496
-17,31,50491.166103
-17,133,50491.75795
-638,813,50495.531365
-19,62,50495.815355
-17,271,50497.019057
-123,152,50497.726635
-38,60,50497.998053
-17,52,50498.232959
-19,202,50499.133796
-17,39,50499.309364
-17,23,50499.413882
-19,20,50499.505547
-15,32,50499.666468
-19,50,50499.893006
-17,128,50500.466419
-17,19,50500.554253
-17,116,50501.073089
-15,37,50501.242471
-19,30,50501.379172
-16,100,50501.826589
-50,79,50502.19388
-21,27,50502.319775
-17,118,50502.847327
-17,25,50502.961349
-15,56,50503.211869
-17,91,50503.619228
-17,40,50503.800047
-17,61,50504.072224
-1556,1267,50531.602321
-34,563,50534.103177
-17,224,50535.111643
-18,42,50535.301681
-17,26,50535.41971
-35,86,50535.803292
-17,31,50535.942886
-19,42,50536.134169
-17,124,50536.688829
-19,66,50536.985681
-17,25,50537.099853
-19,104,50537.566959
-15,235,50538.607869
-15,168,50539.350525
-19,55,50539.613882
-19,250,50540.725091
-55,94,50541.149979
-31,70,50541.469135
-17,137,50542.077998
-17,35,50542.236369
-19,47,50542.449291
-17,55,50542.696133
-15,44,50542.893823
-15,189,50543.731599
-19,198,50544.629905
-19,38,50544.802424
-17,206,50545.714132
-19,72,50546.033748
-45,80,50546.396158
-19,68,50546.701742
-16,32,50546.846019
-15,84,50547.220224
-38,61,50547.498419
-19,22,50547.599723
-19,149,50548.260114
-16,70,50548.589658
-15,34,50548.743814
-35,122,50549.291832
-15,156,50549.988882
-397,400,50551.861902
-47,121,50552.418302
-30,45,50552.627778
-20,70,50552.943369
-17,38,50553.132252
-15,85,50553.514315
-17,213,50554.467192
-17,56,50554.720576
-19,46,50554.928536
-138,197,50555.834781
-17,149,50556.499493
-63,175,50557.297003
-19,108,50557.800177
-33,51,50558.035832
-16,139,50558.659394
-17,55,50558.909237
-15,211,50559.848412
-15,39,50560.024831
-17,29,50560.157152
-17,81,50560.518994
-15,26,50560.637234
-17,18,50560.719817
-18,229,50561.739371
-17,75,50562.089777
-15,120,50562.623572
-17,76,50562.963317
-17,27,50563.085799
-17,81,50563.446237
-34,43,50563.645298
-17,29,50563.775871
-17,102,50564.229337
-60,100,50564.6845
-57,195,50565.562532
-18,30,50565.698933
-60,169,50566.460137
-35,143,50567.117853
-19,22,50567.219392
-20,76,50567.560832
-78,91,50567.984525
-19,285,50569.258846
-16,174,50570.037978
-17,40,50570.218875
-17,81,50570.58355
-19,27,50570.709049
-17,25,50570.82421
-17,62,50592.810796
-15,27,50592.924529
-15,19,50593.005317
-20,118,50593.492784
-55,65,50593.772726
-15,30,50593.899239
-17,72,50594.197641
-19,62,50594.454606
-17,107,50594.907356
-17,129,50595.454532
-19,70,50595.756497
-17,60,50596.015376
-18,58,50596.266262
-19,92,50596.664051
-19,98,50597.105868
-17,98,50597.532968
-15,77,50597.872523
-17,122,50598.405286
-34,150,50599.070261
-1274,1335,50605.390018
-15,30,50605.529356
-17,59,50605.799596
-17,87,50606.195178
-33,269,50607.42124
-17,67,50607.723001
-21,142,50608.358464
-17,25,50608.472791
-19,53,50608.712079
-19,30,50608.848774
-19,82,50609.216297
-19,141,50609.845042
-19,80,50610.204677
-15,104,50610.668203
-16,63,50610.967028
-17,70,50611.283144
-15,64,50611.570579
-19,41,50611.756746
-31,47,50611.970613
-19,268,50613.155863
-17,67,50613.451316
-36,71,50613.768886
-19,47,50613.977508
-19,129,50614.545274
-20,86,50614.925072
-18,95,50615.361136
-19,48,50615.577425
-15,113,50616.081013
-17,31,50616.222591
-17,83,50616.596075
-32,87,50616.989321
-17,23,50617.094877
-17,21,50617.190889
-17,142,50617.823199
-18,220,50618.801079
-17,105,50619.269544
-19,42,50619.461459
-36,147,50620.136947
-33,62,50620.421941
-17,124,50620.975764
-17,33,50621.125788
-19,163,50621.85692
-17,41,50622.04308
-68,146,50622.708457
-125,149,50623.397925
-18,60,50623.668534
-17,172,50624.450744
-17,154,50625.13715
-53,117,50625.666342
-19,89,50626.06413
-77,211,50627.015127
-19,97,50627.449407
-17,62,50627.728562
-17,18,50627.811662
-19,57,50628.067759
-19,45,50628.271021
-20,52,50628.505563
-17,21,50628.603359
-37,108,50629.109323
-19,124,50629.66805
-15,255,50630.804384
-52,134,50631.410642
-17,113,50631.918281
-17,126,50632.482197
-15,60,50632.753079
-54,59,50633.026448
-17,21,50633.122986
-16,109,50633.628519
-19,22,50633.732537
-17,155,50634.427301
-173,186,50635.30101
-34,36,50635.468715
-36,201,50636.369664
-52,57,50636.633483
-15,25,50636.750628
-17,74,50637.083522
-17,24,50637.193248
-17,71,50637.512662
-19,44,50637.711084
-35,138,50660.008424
-17,80,50660.341928
-17,39,50660.504762
-454,497,50662.700739
-13,174,50663.459511
-17,82,50663.817204
-17,59,50664.093089
-18,291,50665.371886
-19,65,50665.663212
-40,42,50665.857159
-17,186,50666.676918
-19,76,50667.013143
-15,54,50667.252815
-17,125,50667.806837
-56,80,50668.173958
-18,70,50668.501719
-17,145,50669.150519
-52,154,50669.850434
-29,94,50670.274282
-70,292,50671.580846
-32,95,50672.007149
-19,266,50673.198419
-38,49,50673.421903
-432,453,50675.532488
-17,60,50675.805449
-15,71,50676.125043
-36,37,50676.298798
-48,52,50676.545159
-16,73,50676.875799
-18,141,50677.505543
-17,95,50677.948629
-19,46,50678.156893
-19,163,50678.889634
-17,66,50679.187167
-17,73,50679.513835
-17,79,50679.869261
-37,132,50680.461938
-17,44,50680.659236
-17,73,50680.986753
-17,48,50681.203298
-42,182,50682.022307
-15,45,50682.241859
-140,187,50683.108946
-17,46,50683.317531
-17,75,50683.653759
-15,57,50683.910741
-140,165,50684.674291
-17,23,50684.779258
-49,96,50685.214418
-51,138,50685.834938
-16,112,50686.337328
-16,25,50686.452537
-17,52,50686.701637
-17,50,50686.927983
-19,58,50687.191252
-17,38,50687.362989
-37,71,50687.688263
-16,28,50687.817051
-15,19,50687.904518
-19,61,50688.182821
-34,179,50688.989542
-19,156,50689.688188
-17,32,50689.833777
-17,41,50690.018808
-17,43,50690.213741
-17,26,50690.332453
-23,258,50691.498759
-17,65,50691.791677
-17,52,50692.024959
-19,81,50692.387198
-23,42,50692.578089
-57,196,50693.466109
-22,119,50694.002949
-15,116,50694.519517
-17,91,50694.92716
-132,134,50695.552219
-37,131,50696.156756
-19,42,50696.348803
-52,57,50696.616496
-17,73,50696.946969
-15,25,50697.062228
-898,925,50701.446743
-19,30,50701.585851
-45,64,50701.883933
-17,74,50702.219101
-33,78,50702.571609
-211,219,50703.599274
-17,35,50703.758231
-46,95,50704.189929
-17,92,50704.600515
-17,26,50704.718762
-21,95,50726.86539
-17,104,50727.297513
-46,271,50728.426218
-16,132,50728.986986
-17,23,50729.089503
-43,230,50730.086004
-17,30,50730.220229
-17,71,50730.528335
-32,75,50730.858692
-15,117,50731.385709
-19,39,50731.558865
-17,19,50731.644245
-19,27,50731.764567
-33,126,50732.322691
-34,35,50732.483029
-15,101,50732.926363
-36,148,50733.581014
-19,247,50734.663504
-15,29,50734.792796
-16,29,50734.923579
-16,59,50735.184302
-19,109,50735.683779
-19,35,50735.843513
-17,71,50736.161347
-954,986,50740.849541
-17,143,50741.497445
-24,44,50741.700254
-17,37,50741.868358
-18,69,50742.178624
-15,135,50742.783616
-15,215,50743.742918
-19,81,50744.107679
-17,39,50744.284964
-57,231,50745.341754
-19,21,50745.439027
-17,121,50745.983189
-34,36,50746.152334
-20,157,50746.859217
-33,38,50747.038194
-19,20,50747.130996
-37,147,50747.796877
-19,80,50748.157885
-17,178,50748.953004
-17,21,50749.04933
-23,84,50749.44322
-19,91,50749.853201
-17,52,50750.086923
-17,42,50750.27618
-19,28,50750.403763
-15,37,50750.570593
-34,72,50750.897738
-39,381,50752.58773
-15,27,50752.711738
-76,82,50753.088221
-17,24,50753.197373
-1673,1222,50759.029991
-16,79,50759.389988
-18,30,50759.527604
-18,82,50759.901703
